Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,Vendor,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Image Compatibility,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet MAC Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,New Serial Number,New Platform,Refresh Status,Compliance,Integrity Verification,EoX Status,Certificate Status,Health Score
,NU-AP08209,10.2.19.103,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:32:00,CW9166I-E,KWC28280TMQ,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/2),NA,NA,c4:14:a2:b9:db:90,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08208,10.2.19.116,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:25:e0,CW9166I-E,KWC28280TJV,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/46),NA,NA,c4:14:a2:b9:d5:80,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08207,10.2.19.82,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:19:80,CW9166I-E,KWC28280TFY,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/2),NA,NA,c4:14:a2:b9:cf:50,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08206,10.2.19.100,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:14:60,CW9166I-E,KWC28280TER,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/45),NA,NA,c4:14:a2:b9:cc:c0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08205,10.2.19.94,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:1b:60,CW9166I-E,KWC28280TGD,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/48),NA,NA,c4:14:a2:b9:d0:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08204,10.2.19.76,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:1b:00,CW9166I-E,KWC28280TGA,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/47),NA,NA,c4:14:a2:b9:d0:10,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP08203,10.2.19.71,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:2d:e0,CW9166I-E,KWC28280TLR,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/1),NA,NA,c4:14:a2:b9:d9:80,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP08202,10.2.19.75,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:55:e0,CW9166I-E,KWC28280TW5,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/2),NA,NA,c4:14:a2:b9:ed:80,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08201,10.2.19.104,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:40:20,CW9166I-E,KWC28280TR1,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/4),NA,NA,c4:14:a2:b9:e2:a0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08200,10.2.19.109,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5f:53:40,CW9166I-E,KWC28280VMS,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/44),NA,NA,c4:14:a2:ba:6c:30,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08199,10.2.18.46,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:d9:00,CW9166I-E,KWC28280UT0,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/3),NA,NA,c4:14:a2:ba:2f:10,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08198,10.2.19.79,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:2c:e0,CW9166I-E,KWC28280TLH,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/4),NA,NA,c4:14:a2:b9:d9:00,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP08197,10.2.19.83,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:24:40,CW9166I-E,KWC28280TJG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/45),NA,NA,c4:14:a2:b9:d4:b0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08196,10.2.19.113,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:28:80,CW9166I-E,KWC28280TKG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/46),NA,NA,c4:14:a2:b9:d6:d0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP08195,10.2.18.187,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/8e Verdieping,Reachable,Supported,48:00:b3:5e:15:60,CW9166I-E,KWC28280TEZ,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N09A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/47),NA,NA,c4:14:a2:b9:cd:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_8eVerdie_8dc12_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07301,10.2.18.208,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:7a:a0,CW9166I-E,KWC28280VX1,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/10),NA,NA,c4:14:a2:ba:7f:e0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07300,10.2.18.87,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:66:60,CW9166I-E,KWC28280VS9,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/9),NA,NA,c4:14:a2:ba:75:c0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP07299,10.2.18.222,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:75:e0,CW9166I-E,KWC28280VVX,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/7),NA,NA,c4:14:a2:ba:7d:80,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07298,10.2.18.40,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:5f:20,CW9166I-E,KWC28280VQK,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/41),NA,NA,c4:14:a2:ba:72:20,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07297,10.2.19.85,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:72:40,CW9166I-E,KWC28280VV2,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N08A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/41),NA,NA,c4:14:a2:ba:7b:b0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07296,10.2.18.89,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:53:60,CW9166I-E,KWC28280VMT,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N08A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/13),NA,NA,c4:14:a2:ba:6c:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07295,10.2.18.224,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:78:40,CW9166I-E,KWC28280VWG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N08A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/43),NA,NA,c4:14:a2:ba:7e:b0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07294,10.69.14.30,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Unreachable,Supported,48:00:b3:5f:52:c0,CW9166I-E,KWC28280VMN,--,36 minutes ago,N/A,Managed (Could Not Synchronize),ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.12.4.22,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,ap-onboarding.backbone.vu.nl(Port:GigabitEthernet1/0/5),NA,NA,c4:14:a2:ba:6b:f0,default location,default-zone,Pr-VU-Basic-Wireless-Radio,PT_VU-ca_NU-Ge_7eVerdie_2072a,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,NA
,NU-AP07293,10.2.18.60,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:6c:c0,CW9166I-E,KWC28280VTS,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N08A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/14),NA,NA,c4:14:a2:ba:78:f0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07292,10.2.19.126,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:75:80,CW9166I-E,KWC28280VVU,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N08A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/44),NA,NA,c4:14:a2:ba:7d:50,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07194,10.2.18.184,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:67:60,CW9166I-E,KWC28280VSH,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/37),NA,NA,c4:14:a2:ba:76:40,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07193,10.2.18.97,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5e:6e:20,CW9166I-E,KWC28280U1V,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/8),NA,NA,c4:14:a2:b9:f9:a0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP07192,10.2.18.45,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:63:00,CW9166I-E,KWC28280VRG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/10),NA,NA,c4:14:a2:ba:74:10,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP07191,10.2.18.136,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/7e Verdieping,Reachable,Supported,48:00:b3:5f:68:80,CW9166I-E,KWC28280VSS,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/27),NA,NA,c4:14:a2:ba:76:d0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_7eVerdie_2072a_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
