Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,Vendor,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Image Compatibility,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet MAC Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,New Serial Number,New Platform,Refresh Status,Compliance,Integrity Verification,EoX Status,Certificate Status,Health Score
,NU-AP03062,10.2.19.31,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/3e Verdieping,Reachable,Supported,48:00:b3:5a:7a:60,CW9166I-E,KWC28280HA9,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04A15A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/48),NA,NA,c4:14:a2:b8:0f:80,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_3eVerdie_f735e_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02355,10.2.18.182,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:41:b7:a0,CW9166I-E,KWC28280FYF,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/40),NA,NA,c4:14:a2:b7:ae:20,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP02354,10.2.18.159,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:c6:60,CW9166I-E,KWC28280HU5,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03C49C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/2),NA,NA,c4:14:a2:b8:35:80,default location,APZ_NU_VUD_NU-Cultuur-Gast,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP02061,10.2.18.210,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:85:e0,CW9166I-E,KWC28280HCZ,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/8),NA,NA,c4:14:a2:b8:15:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02060,10.2.18.125,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:a3:a0,CW9166I-E,KWC28280HKZ,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/46),NA,NA,c4:14:a2:b8:24:20,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02059,10.2.18.91,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:7f:80,CW9166I-E,KWC28280HBG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/45),NA,NA,c4:14:a2:b8:12:10,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02058,10.2.18.242,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,10:e3:76:47:43:a0,CW9166D1-E,FGL2849L14H,20 days 16 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/34),NA,NA,8c:88:81:7a:6e:a0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02057,10.2.18.209,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,10:e3:76:47:40:e0,CW9166D1-E,FGL2849L13X,20 days 16 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/1),NA,NA,8c:88:81:7a:6d:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,6
,NU-AP02056,10.2.18.203,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:6d:a0,CW9166I-E,KWC28280H79,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/35),NA,NA,c4:14:a2:b8:09:20,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02054,10.2.18.167,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:cc:00,CW9166I-E,KWC28280HVG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/37),NA,NA,c4:14:a2:b8:38:50,default location,APZ_NU_VUD_NU-Cultuur-Gast,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02053,10.2.18.174,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,50:5c:88:f1:c8:60,CW9166I-E,KWC283405H9,17 days 18 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/3),NA,NA,c4:14:a2:c7:3b:90,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP02052,10.2.19.179,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,50:5c:88:f1:3d:c0,CW9166I-E,KWC283404JN,48 days 23 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/6),NA,NA,c4:14:a2:c6:f6:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,6
,NU-AP02051,10.2.18.153,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,10:e3:76:47:4e:20,CW9166D1-E,FGL2849L13V,26 days 21 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/41),NA,NA,8c:88:81:7a:73:e0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02050,10.2.18.232,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:6f:80,CW9166I-E,KWC28280H7Q,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/38),NA,NA,c4:14:a2:b8:0a:10,default location,APZ_NU_VUD_NU-Cultuur-Gast,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02049,10.2.18.223,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:7f:a0,CW9166I-E,KWC28280HBH,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/4),NA,NA,c4:14:a2:b8:12:20,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02048,10.2.18.195,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:c0:c0,CW9166I-E,KWC28280HSU,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/5),NA,NA,c4:14:a2:b8:32:b0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02047,10.2.18.160,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:d0:40,CW9166I-E,KWC28280HWG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/39),NA,NA,c4:14:a2:b8:3a:70,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02046,10.2.18.205,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:7e:40,CW9166I-E,KWC28280HB6,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/42),NA,NA,c4:14:a2:b8:11:70,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02045,10.2.18.255,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:ba:80,CW9166I-E,KWC28280HRC,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/4),NA,NA,c4:14:a2:b8:2f:90,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02044,10.2.18.191,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:b4:00,CW9166I-E,KWC28280HPU,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/1),NA,NA,c4:14:a2:b8:2c:50,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02043,10.2.18.166,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:a4:60,CW9166I-E,KWC28280HL5,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/44),NA,NA,c4:14:a2:b8:24:80,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02042,10.2.18.135,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:b0:e0,CW9166I-E,KWC28280HP3,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/7),NA,NA,c4:14:a2:b8:2a:c0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02041,10.2.18.193,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:b0:a0,CW9166I-E,KWC28280HP1,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/3),NA,NA,c4:14:a2:b8:2a:a0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP02040,10.2.18.33,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:b4:40,CW9166I-E,KWC28280HPW,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/5),NA,NA,c4:14:a2:b8:2c:70,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02039,10.2.18.25,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:91:c0,CW9166I-E,KWC28280HFS,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/6),NA,NA,c4:14:a2:b8:1b:30,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02038,10.2.18.248,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:76:00,CW9166I-E,KWC28280H98,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/43),NA,NA,c4:14:a2:b8:0d:50,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02037,10.2.19.8,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:c2:e0,CW9166I-E,KWC28280HTB,6 days 23 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/2),NA,NA,c4:14:a2:b8:33:c0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02036,10.2.18.206,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,48:00:b3:5a:b5:20,CW9166I-E,KWC28280HQ3,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03B27B1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/8),NA,NA,c4:14:a2:b8:2c:e0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP02035,10.2.18.85,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/2e Verdieping,Reachable,Supported,50:5c:88:f1:1b:c0,CW9166I-E,KWC283404AN,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N03A15A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/11),NA,NA,c4:14:a2:c6:e5:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_2eVerdie_471af_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
